StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4. Age,Q5,Q6,Q7,Q7_3_TEXT,Q9,Q11,Q13,Q14,Q15,Q16_1,Q17_1,Q18_1,Q19_1,Q20_1,Q21_1,Q22_1,Q23_1,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q25,Q26_1,Q27_1,Q28,Q28_7_TEXT,Q29,Q30_1,Q31,Q32 Marital Status,Q33 Education,Q34 Employment,Q35,opp,qpmid,expected_ir,expected_loi,tg,gc,SVID,transaction_id,Q_TotalDuration,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDDuplicate,Q_BallotBoxStuffing,Q_RecaptchaScore,ID,Day,Q,Wave,sent,Round,V,Random ID,PROLIFIC_PID,term,race quota,age,Min Quota
2024-08-11 06:57:53,2024-08-11 07:19:37,IP Address,73.48.125.35,100,1303,True,2024-08-11 07:19:37,R_50ZMIlWBtyrAXF3,,,,,30.3427,-84.2912,anonymous,EN,Yes,Yes,Yes,38,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,92798-2024-08-11-bjXg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1303,,,,,1,3392798,1,8,,yes,,M4,79629,,,Black,31-50,"31-50, Female, Black/African-American"
2024-08-11 07:03:50,2024-08-11 07:34:07,IP Address,70.40.82.109,100,1817,True,2024-08-11 07:34:08,R_6pvJAOMv8uYsfYJ,,,,,33.9626,-78.4101,anonymous,EN,Yes,Yes,Yes,64,White,,Female,,I understand and am ready to continue,I understand and am ready to continue,18931-2024-08-11-xemA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1817,,,,,1,2518931,1,10,,yes,,M4,67823,,,White,+50,">50, Female, White"
2024-08-11 15:29:11,2024-08-11 15:45:17,IP Address,100.19.75.31,100,966,True,2024-08-11 15:45:17,R_7jbDaaslufvceaZ,,,,,39.7979,-75.5317,anonymous,EN,Yes,Yes,Yes,58,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,"70618-2024-08-11-FlBc ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,966,,,,,1,5370618,1,12,,yes,,M4,52593,,,Black,+50,">50, Female, Black/African-American"
2024-08-11 16:14:23,2024-08-11 16:33:18,IP Address,73.143.152.39,100,1135,True,2024-08-11 16:33:19,R_7KkZkFrEVDSsL7r,,,,,42.5811,-71.4387,anonymous,EN,Yes,Yes,Yes,50,White,Irish,Male,,I understand and am ready to continue,I understand and am ready to continue,79925-2024-08-11-VJUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1135,,,,,1,479925,1,9,,yes,,M4,99926,,,White,+50,">50, Male, White"
2024-08-11 16:24:36,2024-08-11 16:50:15,IP Address,68.60.53.153,100,1538,True,2024-08-11 16:50:15,R_7SqIvkItfeCzGlb,,,,,42.9979,-82.4572,anonymous,EN,Yes,Yes,Yes,68,White,Grandparents from Ireland Canada germany,Female,,I understand and am ready to continue,I understand and am ready to continue,27300-2024-08-11-EvGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1538,,,,,1,5527300,1,10,,yes,,M4,85822,,,White,+50,">50, Female, White"
2024-08-11 16:06:58,2024-08-11 17:55:20,IP Address,76.36.211.100,100,6501,True,2024-08-11 17:55:20,R_8GGXpUK6OCpCWDn,,,,,36.3402,-79.6622,anonymous,EN,Yes,Yes,Yes,76,Black or African American,No,Female,,I understand and am ready to continue,I understand and am ready to continue,61545-2024-08-11-CItk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,6501,,,,,1,9261545,1,12,,yes,,M4,88169,,,Black,+50,">50, Female, Black/African-American"
2024-08-11 20:23:16,2024-08-11 20:31:04,IP Address,45.26.121.144,100,468,True,2024-08-11 20:31:05,R_7eKbzneP2YM5ap3,,,,,33.5619,-84.4319,anonymous,EN,Yes,Yes,Yes,19,Black or African American,No,Female,,I understand and am ready to continue,I understand and am ready to continue,85819-2024-08-11-ezvr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,468,,,,,1,10385819,1,4,,yes,,M4,63971,,,Black,18-30,"18-30, Female, Black/African-American"
2024-08-11 22:39:32,2024-08-11 23:18:12,IP Address,70.118.130.75,100,2320,True,2024-08-11 23:18:12,R_5r1x1xb0rw1D5YZ,,,,,31.0065,-97.8406,anonymous,EN,Yes,Yes,Yes,52,White,Irish,Female,,I understand and am ready to continue,I understand and am ready to continue,72522-2024-08-11-yvWm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2320,,,,,1,6372522,1,10,,yes,,M4,33468,,,White,+50,">50, Female, White"
2024-08-12 10:34:11,2024-08-12 11:01:23,IP Address,76.143.90.4,100,1631,True,2024-08-12 11:01:24,R_7VeZMGLzyivmaKt,,,,,29.7376,-95.521,anonymous,EN,Yes,Yes,Yes,50,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,73096-2024-08-12-jSWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1631,,,,,1,8673096,1,9,,yes,,M4,59039,,,White,+50,">50, Male, White"
2024-09-02 03:06:35,2024-09-02 03:14:06,IP Address,172.58.114.124,100,450,True,2024-09-02 03:14:07,R_3RFPkMFRr7cEzh7,,,,,33.7499,-117.9071,anonymous,EN,Yes,Yes,Yes,30,Asian,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-nyZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,450,,,,,,0-6008591-138434,1,,1,yes,,M4,52027,,,Asian,18-30,
2024-09-02 03:06:05,2024-09-02 03:23:36,IP Address,97.80.150.147,100,1050,True,2024-09-02 03:23:37,R_7El3t9mf4h31n6V,,,,,34.0014,-84.0144,anonymous,EN,Yes,Yes,Yes,41,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-JZGw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1050,,,,,,0-7365057-138434,1,8,1,yes,,M4,99526,,,Black,31-50,"31-50, Female, Black/African-American"
2024-09-02 03:19:12,2024-09-02 03:25:35,IP Address,47.156.204.180,100,382,True,2024-09-02 03:25:36,R_7qdZOJjNFR5Z64Q,,,,,33.675,-118.0027,anonymous,EN,Yes,Yes,Yes,36,Hispanic,Argentinean,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-LNWP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,382,,,,,,0-5888707-138434,1,,1,yes,,M4,49783,,,,31-50,
2024-09-02 03:25:48,2024-09-02 03:34:57,IP Address,66.26.82.167,100,549,True,2024-09-02 03:34:58,R_3CZqt3jqE61yS2v,,,,,34.3208,-78.7145,anonymous,EN,Yes,Yes,Yes,33,Black or African American,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-WMpN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,549,,,,,,0-10450181-138434,1,8,1,yes,,M4,48731,,,Black,31-50,"31-50, Female, Black/African-American"
2024-09-02 03:22:21,2024-09-02 03:35:44,IP Address,172.250.188.14,100,802,True,2024-09-02 03:35:44,R_6EuT9ZmG97Q5axK,,,,,34.2529,-118.418,anonymous,EN,Yes,Yes,Yes,39,Hispanic,Latino,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-CWwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,802,,,,,,0-2397968-138434,1,,1,yes,,M4,38888,,,,31-50,
2024-09-02 03:16:48,2024-09-02 03:43:34,IP Address,172.58.113.129,100,1606,True,2024-09-02 03:43:35,R_5j2Q2nI9nLpGjG7,,,,,33.7499,-117.9071,anonymous,EN,Yes,Yes,Yes,43,Asian,Asian American,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-HUio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1606,,,,,,0-6737203-138434,1,,1,yes,,M4,92138,,,Asian,31-50,
2024-09-02 03:28:14,2024-09-02 03:45:12,IP Address,166.196.75.19,100,1017,True,2024-09-02 03:45:12,R_3aqtviFTOBmcFvJ,,,,,33.972,-118.242,anonymous,EN,Yes,Yes,Yes,21,Asian,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-rTGx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1017,,,,,,0-3884870-138434,1,,1,yes,,M4,17070,,,Asian,18-30,
2024-09-02 03:21:45,2024-09-02 03:48:43,IP Address,174.245.81.251,100,1617,True,2024-09-02 03:48:44,R_7NwVcvEqn9AQ0go,,,,,35.1712,-80.7939,anonymous,EN,Yes,Yes,Yes,40,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-zkbl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1617,,,,,,0-9256369-138434,1,5,1,yes,,M4,85813,,,White,31-50,"31-50, Male, White"
2024-09-02 03:38:12,2024-09-02 03:49:49,IP Address,172.56.11.107,100,696,True,2024-09-02 03:49:50,R_1CiSqIyc0ON7zeQ,,,,,45.0636,-93.2985,anonymous,EN,Yes,Yes,Yes,40,Black or African American,,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-FjMw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,696,,,,,,0-8612805-138434,1,8,1,yes,,M4,14790,,,Black,31-50,"31-50, Female, Black/African-American"
2024-09-02 03:02:18,2024-09-02 03:50:28,IP Address,172.59.192.42,100,2890,True,2024-09-02 03:50:29,R_1R38wZ6x6A19t28,,,,,32.9379,-96.8384,anonymous,EN,Yes,Yes,Yes,59,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-0902-SFyf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2890,,,,,,0-6707065-138434,1,10,1,yes,,M4,56564,,,White,+50,">50, Female, White"
2024-09-02 03:37:05,2024-09-02 03:52:55,IP Address,69.12.94.118,100,949,True,2024-09-02 03:52:55,R_3wLIO93zdY27xoT,,,,,32.8137,-96.8704,anonymous,EN,Yes,Yes,Yes,50,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-ZfHO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,949,,,,,,0-9137373-138434,1,9,1,yes,,M4,28088,,,White,+50,">50, Male, White"
2024-09-02 03:28:51,2024-09-02 03:54:01,IP Address,35.131.71.115,100,1510,True,2024-09-02 03:54:02,R_6prUqo3qvn2Q8HZ,,,,,37.1357,-121.6502,anonymous,EN,Yes,Yes,Yes,41,"White,Hispanic",I'm from Mexico.,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-avkD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1510,,,,,,0-5118197-138434,1,5,1,yes,,M4,45690,,,White,31-50,"31-50, Male, White"
2024-09-02 03:22:49,2024-09-02 03:57:12,IP Address,99.177.191.212,100,2063,True,2024-09-02 03:57:13,R_5YP57RCqfycSXMj,,,,,33.7697,-117.8906,anonymous,EN,Yes,Yes,Yes,35,Hispanic,I am mexican,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-QugL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,2063,,,,,,0-10320884-138434,1,,1,yes,,M4,41861,,,,31-50,
2024-09-02 03:34:11,2024-09-02 04:04:52,IP Address,74.76.177.86,100,1840,True,2024-09-02 04:04:52,R_3RRlHtinOYjilDE,,,,,42.723,-73.8177,anonymous,EN,Yes,Yes,Yes,44,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-KODq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1840,,,,,,0-4529387-138434,1,5,1,yes,,M4,80241,,,White,31-50,"31-50, Male, White"
2024-09-02 03:50:59,2024-09-02 04:05:00,IP Address,76.209.98.63,100,840,True,2024-09-02 04:05:01,R_1GCVa4RNQxbXMH7,,,,,33.8583,-84.2165,anonymous,EN,Yes,Yes,Yes,41,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-KtfT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,840,,,,,,0-10515060-138434,1,6,1,yes,,M4,84173,,,White,31-50,"31-50, Female, White"
2024-09-02 03:09:49,2024-09-02 04:08:39,IP Address,68.229.7.226,100,3529,True,2024-09-02 04:08:39,R_6IO8pnl1DT7hCb7,,,,,35.9854,-115.1193,anonymous,EN,Yes,Yes,Yes,24,White,No,Female,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-WiKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,3529,,,,,,0-4937728-138434,1,2,1,yes,,M4,68857,,,White,18-30,"18-30, Female, White"
2024-09-02 04:09:57,2024-09-02 04:17:15,IP Address,96.47.239.218,100,438,True,2024-09-02 04:17:16,R_3robG1Ts8CW7CtQ,,,,,25.7838,-80.1823,anonymous,EN,Yes,Yes,Yes,40,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-TqsI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,438,,,,,,0-8870790-138434,1,5,1,yes,,M4,21640,,,White,31-50,"31-50, Male, White"
2024-09-02 03:51:12,2024-09-02 04:24:14,IP Address,156.146.249.221,100,1981,True,2024-09-02 04:24:14,R_3P0E4PwtZZK4FB0,,,,,32.2184,-98.2236,anonymous,EN,Yes,Yes,Yes,34,White,,Male,,I understand and am ready to continue,I understand and am ready to continue,38434-2024-09-02-jrvz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32402-0620WalterDiary[CS],58411,.61,20,,1,,,1981,,,,,,0-9326788-138434,1,5,1,yes,,M4,63510,,,White,31-50,"31-50, Male, White"
