"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q4","Q5","Q5_4_TEXT","Children","Q7","Q8","Q185","Q185_6_TEXT","Q187","Q189","Q189_5_TEXT","Q190","Q201_1","id"
"51","2022-08-15 12:16:36","2022-08-15 12:20:35","IP Address","100","239","True","2022-08-15 12:20:35","R_QomhXZKR11xOIUx",NA,NA,NA,NA,"39.0661","-94.6288","anonymous","EN","25-34 years old","Male",NA,"0","Working part-time","Divorced/Separated","White/Caucasian",NA,"Moderate","Christian/Non-Catholic",NA,"Slightly religious","4",70
"52","2022-08-15 12:20:03","2022-08-15 12:21:25","IP Address","100","81","True","2022-08-15 12:21:25","R_3Mau53q08YmVP25",NA,NA,NA,NA,"40.0818","-82.9665","anonymous","EN","18-24 years old","Male",NA,"0","Unemployed and looking for work","Never been married","White/Caucasian",NA,"Extremely liberal","Christian/Non-Catholic",NA,"A little religious","15",68
"53","2022-08-15 12:20:18","2022-08-15 12:21:52","IP Address","100","94","True","2022-08-15 12:21:53","R_ZkJWfvJWuDYaLbb",NA,NA,NA,NA,"35.2213","-89.9413","anonymous","EN","25-34 years old","Male",NA,"0","Working full-time","Never been married","White/Caucasian,Native American",NA,"Moderate","Christian/Non-Catholic",NA,"A little religious","20",59
"54","2022-08-15 12:20:29","2022-08-15 12:23:18","IP Address","100","168","True","2022-08-15 12:23:18","R_23gkYiTDVJRUZA0",NA,NA,NA,NA,"41.923","-87.7531","anonymous","EN","35-44 years old","Male",NA,"1","Working part-time","Never been married","White/Caucasian",NA,"Moderate","Other","Taoist","A little religious","23",52
"55","2022-08-15 12:19:50","2022-08-15 12:24:59","IP Address","100","308","True","2022-08-15 12:24:59","R_7U7zQKKzWjSYgO5",NA,NA,NA,NA,"41.9916","-72.56","anonymous","EN","35-44 years old","Male",NA,"0","Working full-time","Married","White/Caucasian,Native American",NA,"Slightly conservative","Other","Agnostic","Not at all religious","64",20
"56","2022-08-15 12:23:48","2022-08-15 12:28:17","IP Address","100","269","True","2022-08-15 12:28:18","R_3OdA4rbZ3DOPwZu",NA,NA,NA,NA,"8.352","-62.6491","anonymous","EN","25-34 years old","Male",NA,"2","Working full-time","Married","White/Caucasian",NA,"Extremely conservative","Christian/Catholic",NA,"Very religious","60",5
"57","2022-08-23 13:20:46","2022-08-23 13:22:28","IP Address","100","101","True","2022-08-23 13:22:29","R_tSQ9KbalV43zn7r",NA,NA,NA,NA,"41.7671","-76.4612","anonymous","EN","25-34 years old","Female",NA,"2","Working full-time","Married","White/Caucasian",NA,"Somewhat liberal","Atheist",NA,"Not at all religious","51",69
"58","2022-08-23 13:22:46","2022-08-23 13:25:42","IP Address","100","175","True","2022-08-23 13:25:42","R_21gnU2rQCgn0DMV",NA,NA,NA,NA,"38.8476","-77.3281","anonymous","EN","55-64 years old","Male",NA,"1","Working full-time","Living with a partner","White/Caucasian",NA,"Extremely liberal","Other","Agnostic","Not at all religious","75",30
"59","2022-08-23 13:24:18","2022-08-23 13:27:05","IP Address","100","166","True","2022-08-23 13:27:05","R_1OwMGxekj7FOYD2",NA,NA,NA,NA,"37.3825","-79.2181","anonymous","EN","18-24 years old","Female",NA,"0","Working full-time","Married","White/Caucasian",NA,"Extremely liberal","Atheist",NA,"Not at all religious","42",33
"60","2022-08-23 13:26:22","2022-08-23 13:27:28","IP Address","100","65","True","2022-08-23 13:27:28","R_32UWhDIMaLTcY92",NA,NA,NA,NA,"44.1968","-72.4976","anonymous","EN","35-44 years old","Female",NA,"0","Working full-time","Never been married","White/Caucasian",NA,"Slightly liberal","None",NA,"A little religious","30",42
"61","2022-08-23 13:26:57","2022-08-23 13:28:17","IP Address","100","79","True","2022-08-23 13:28:17","R_1QKgLPxQegvx55e",NA,NA,NA,NA,"39.9357","-75.1832","anonymous","EN","25-34 years old","Female",NA,"0","Working full-time","Never been married","White/Caucasian",NA,"Extremely liberal","None",NA,"Not at all religious","60",17
"62","2022-08-23 13:26:59","2022-08-23 13:28:25","IP Address","100","85","True","2022-08-23 13:28:25","R_2EbMI33mKvaEw8m",NA,NA,NA,NA,"21.3266","-157.8621","anonymous","EN","55-64 years old","Female",NA,"0","Working part-time","Divorced/Separated","Asian",NA,"Somewhat liberal","None",NA,"Not at all religious","72",67
"63","2022-08-23 13:28:02","2022-08-23 13:28:55","IP Address","100","52","True","2022-08-23 13:28:55","R_3D09MQvCSTiBKsI",NA,NA,NA,NA,"40.7961","-73.9513","anonymous","EN","25-34 years old","Female",NA,"0","Working full-time","Never been married","Black/African American",NA,"Extremely liberal","Other","agnostic","Not at all religious","61",58
"64","2022-08-23 13:30:03","2022-08-23 13:31:01","IP Address","100","57","True","2022-08-23 13:31:01","R_1cY8nPSbKdK4G4x",NA,NA,NA,NA,"39.9486","-75.2339","anonymous","EN","25-34 years old","Male",NA,"0","Working full-time","Married","White/Caucasian",NA,"Extremely liberal","None",NA,"Not at all religious","35",9
"65","2022-08-23 13:29:20","2022-08-23 13:31:14","IP Address","100","113","True","2022-08-23 13:31:14","R_T1JzzNWQEtmTyc9",NA,NA,NA,NA,"29.6254","-95.375","anonymous","EN","18-24 years old","Male",NA,"0","Unemployed and looking for work","Never been married","Black/African American",NA,"Somewhat liberal","Atheist",NA,"Not at all religious","19",49
"66","2022-08-23 13:31:18","2022-08-23 13:31:51","IP Address","100","32","True","2022-08-23 13:31:51","R_2rjdh282iXsF5t5",NA,NA,NA,NA,"40.9465","-124.0834","anonymous","EN","25-34 years old","Male",NA,"0","Working full-time","Never been married","White/Caucasian",NA,"Extremely liberal","Atheist",NA,"Not at all religious","31",54
"67","2022-08-23 13:31:47","2022-08-23 13:32:59","IP Address","100","71","True","2022-08-23 13:32:59","R_1NlXcFKFh0wtEFn",NA,NA,NA,NA,"39.4057","-87.4026","anonymous","EN","18-24 years old","Male",NA,"0","Working full-time","Never been married","Black/African American",NA,"Somewhat conservative","None",NA,"Not at all religious","20",44
"68","2022-08-23 13:32:08","2022-08-23 13:33:17","IP Address","100","69","True","2022-08-23 13:33:17","R_2trrqcEcwyIk7l8",NA,NA,NA,NA,"37.3825","-79.2181","anonymous","EN","18-24 years old","Male",NA,"0","Student","Never been married","White/Caucasian",NA,"Moderate","Other","Agnostic","Not at all religious","45",64
"69","2022-08-23 13:31:55","2022-08-23 13:34:11","IP Address","100","135","True","2022-08-23 13:34:11","R_2CDLC6QAHeAzBsz",NA,NA,NA,NA,"33.919","-117.2359","anonymous","EN","55-64 years old","Male",NA,"0","Working full-time","Living with a partner","White/Caucasian",NA,"Moderate","Christian/Catholic",NA,"A little religious","51",25
"70","2022-08-23 13:35:55","2022-08-23 13:36:56","IP Address","100","60","True","2022-08-23 13:36:56","R_3n7d58ctXKpWXu5",NA,NA,NA,NA,"40.2329","-111.6688","anonymous","EN","18-24 years old","Male",NA,"0","Working full-time","Married","White/Caucasian",NA,"Moderate","Christian/Non-Catholic",NA,"Very religious","20",29
"71","2022-08-23 13:36:07","2022-08-23 13:38:25","IP Address","100","138","True","2022-08-23 13:38:26","R_2uQFvvHodPwDgQe",NA,NA,NA,NA,"36.0711","-86.7196","anonymous","EN","25-34 years old","Male",NA,"0","Working part-time","Living with a partner","White/Caucasian",NA,"Extremely liberal","None",NA,"A little religious","50",28
"72","2022-09-29 09:27:05","2022-09-29 09:28:12","IP Address","100","67","True","2022-09-29 09:28:12","R_3fdBbjrQk2t1jtr",NA,NA,NA,NA,"45.5375","-122.5989","anonymous","EN","55-64 years old","Female",NA,"1","Working part-time","Married","White/Caucasian",NA,"Extremely liberal","None",NA,"Not at all religious","71",77
"73","2022-09-29 09:30:43","2022-09-29 09:31:37","IP Address","100","54","True","2022-09-29 09:31:38","R_3QXiWjyRLy2dru9",NA,NA,NA,NA,"35.9698","-86.5061","anonymous","EN","35-44 years old","Female",NA,"2","A homemaker or stay-at-home parent","Married","White/Caucasian",NA,"Moderate","Muslim",NA,"Extremely religious","40",82
"74","2022-09-29 09:29:56","2022-09-29 09:31:52","IP Address","100","116","True","2022-09-29 09:31:54","R_3rHWvw4k1zqjaT7",NA,NA,NA,NA,"42.3769","-82.9152","anonymous","EN","45-54 years old","Female",NA,"0","A homemaker or stay-at-home parent","Divorced/Separated","Black/African American",NA,"Extremely conservative","Christian/Non-Catholic",NA,"Very religious","4",81
"75","2022-09-29 09:29:38","2022-09-29 09:34:47","IP Address","100","308","True","2022-09-29 09:34:47","R_6R69jknxD1cQ6Wt",NA,NA,NA,NA,"35.5891","-77.345","anonymous","EN","25-34 years old","Female",NA,"0","Unemployed and looking for work","Never been married","Black/African American",NA,"Slightly liberal","Christian/Non-Catholic",NA,"Somewhat religous","18",80
"76","2022-09-29 09:35:58","2022-09-29 09:36:46","IP Address","100","48","True","2022-09-29 09:36:47","R_3gZ4iiE5HaMwcKt",NA,NA,NA,NA,"39.0005","-76.9712","anonymous","EN","35-44 years old","Male",NA,"3","Unemployed and looking for work","Divorced/Separated","White/Caucasian",NA,"Moderate","Christian/Catholic",NA,"Somewhat religous","9",75
"77","2022-09-29 09:36:28","2022-09-29 09:37:34","IP Address","100","66","True","2022-09-29 09:37:35","R_2OVGN8qQ3K4JL66",NA,NA,NA,NA,"28.2365","-82.3289","anonymous","EN","25-34 years old","Male",NA,"0","Working full-time","Never been married","Asian",NA,"Extremely liberal","Other","Hindu","A little religious","65",79
"78","2022-09-29 09:38:49","2022-09-29 09:39:44","IP Address","100","54","True","2022-09-29 09:39:44","R_1IE2ehlf0FYMZHF",NA,NA,NA,NA,"43.1993","-88.2367","anonymous","EN","45-54 years old","Male",NA,"0","Working part-time","Never been married","White/Caucasian",NA,"Moderate","None",NA,"Not at all religious","20",76
"79","2022-09-29 09:41:52","2022-09-29 09:43:33","IP Address","100","101","True","2022-09-29 09:43:33","R_3hrRP1PcbO7Qygs",NA,NA,NA,NA,"40.912","-74.554","anonymous","EN","35-44 years old","Male",NA,"0","Unemployed and looking for work","Never been married","White/Caucasian",NA,"Moderate","Other","Deist","Somewhat religous","0",78
"80","2022-09-29 09:43:59","2022-09-29 09:44:42","IP Address","100","42","True","2022-09-29 09:44:42","R_2R2DOFCc2EfUn4z",NA,NA,NA,NA,"40.6994","-73.8883","anonymous","EN","25-34 years old","Male",NA,"0","Working full-time","Never been married","Hispanic/Latino",NA,"Somewhat liberal","Christian/Catholic",NA,"A little religious","35",74
